Rok,RID VS,RID,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných,Výběrovost,Neúspěšných studií,Cekový počet studií,Procento neuspechu,Absolventi součet,Absolventi procento,forma,fakulta,jméno VŠ
2010,70000,70000,2,2,2,2,2,2,2,2,0.00%,1,4,25.00%,3,75.00%,soukromá,"Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o","Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o"
2010,71000,71000,96,96,96,96,70,70,70,70,27.08%,34,76,44.74%,42,55.26%,soukromá,"Soukromá vysoká škola ekonomických studií, s. r. o.","Soukromá vysoká škola ekonomických studií, s. r. o."
2010,72000,72000,1366,1229,1361,1229,1224,1224,1091,1091,11.23%,415,1484,27.96%,1069,72.04%,soukromá,"Vysoká škola obchodní v Praze, o.p.s.","Vysoká škola obchodní v Praze, nadační fond"
2010,73000,73000,419,419,400,400,310,310,289,289,31.03%,91,327,27.83%,236,72.17%,soukromá,"Akademie STING, o.p.s","Vysoká škola Sting, o.p.s."
2010,75000,75000,1437,1170,1405,1166,1147,1143,1126,1123,3.76%,426,1325,32.15%,899,67.85%,soukromá,"Metropolitní univerzita Praha, o.p.s.","Metropolitní univerzita Praha, o.p.s."
2010,76000,76000,3313,2774,3277,2761,2454,2454,2454,2454,11.54%,631,3083,20.47%,2452,79.53%,soukromá,"Univerzita Jana Amose Komenského Praha, s.r.o.","Univerzita Jana Amose Komenského Praha, s.r.o."
2010,77000,77000,335,290,335,290,290,290,290,290,0.00%,84,335,25.07%,251,74.93%,soukromá,"Vysoká škola Karla Engliše, a. s.","Vysoká škola Karla Engliše, a. s."
2010,78000,78000,58,58,56,56,52,51,50,50,13.79%,273,373,73.19%,100,26.81%,soukromá,"Anglo-americká vysoká škola, o.p.s.","Anglo-americká vysoká škola,  z.ú."
2010,79000,79000,117,91,113,90,60,60,55,55,39.56%,10,58,17.24%,48,82.76%,soukromá,"Pražská vysoká škola psychosociálních studií, s.r.o.","Pražská vysoká škola psychosociálních studií, s.r.o."
2010,7A000,7A000,483,365,479,364,307,306,245,244,32.88%,64,286,22.38%,222,77.62%,soukromá,"Západomoravská vysoká škola Třebíč, o.p.s.","Západomoravská vysoká škola Třebíč, z.ú."
2010,7B000,7B000,427,361,424,359,355,353,302,302,16.34%,125,322,38.82%,197,61.18%,soukromá,Soukromá vysoká škola ekonomická Znojmo s.r.o.,Soukromá vysoká škola ekonomická Znojmo s.r.o.
2010,7C000,7C000,405,333,404,332,328,328,289,289,13.21%,182,329,55.32%,147,44.68%,soukromá,Moravská vysoká škola Olomouc o.p.s.,Moravská vysoká škola Olomouc o.p.s.
2010,7D000,7D000,228,197,226,195,181,180,149,148,24.37%,84,155,54.19%,71,45.81%,soukromá,CEVRO institut o.p.s.,CEVRO institut z.ú.
2010,7.00E+00,7.00E+00,239,180,200,173,177,172,155,155,13.89%,149,184,80.98%,35,19.02%,soukromá,Unicorn College s.r.o.,Unicorn Vysoká škola s.r.o.
2010,7G000,7G000,244,156,239,156,156,156,153,153,1.92%,107,223,47.98%,116,52.02%,soukromá,"Vysoká škola obchodní a hotelová, s.r.o.","Vysoká škola obchodní a hotelová, s.r.o."
2010,7H000,7H000,79,48,78,47,20,20,19,19,60.42%,12,21,57.14%,9,42.86%,soukromá,"Vysoká škola realitní - Institut Franka Dysona, s.r.o.","Vysoká škola realitní - Institut Franka Dysona, s.r.o."
2010,7J000,7J000,197,197,196,196,186,186,159,159,19.29%,51,181,28.18%,130,71.82%,soukromá,"VŠ sociálně správní, ICVHavířov, o.p.s.","Vysoká škola PRIGO, z.ú."
2010,7L000,7L000,23,23,23,23,16,16,12,12,47.83%,10,14,71.43%,4,28.57%,soukromá,"AKCENT College, s.r.o.",Prague City Vysoká Škola s.r.o.
2011,16000,16270,398,398,383,383,286,276,166,166,58.29%,122,189,64.55%,67,35.45%,veřejná,Fakulta veterinární hygieny a ekologie,Veterinární univerzita  Brno
2011,19000,19240,1674,1498,1473,1325,739,717,728,712,51.40%,477,755,63.18%,278,36.82%,veřejná,Filozoficko-přírodovědecká fakulta,Slezská univerzita v Opavě
2011,19000,19510,1488,1392,1388,1301,527,523,510,508,63.36%,140,510,27.45%,370,72.55%,veřejná,Fakulta veřejných politik,Slezská univerzita v Opavě
2011,19000,19520,2677,2109,2358,1850,2009,1792,1411,1408,33.10%,1044,1553,67.22%,509,32.78%,veřejná,Obchodně podnikatelská fakulta v Karviné,Slezská univerzita v Opavě
2011,51000,51110,338,291,323,280,88,87,81,81,72.16%,13,99,13.13%,86,86.87%,veřejná,Hudební fakulta,Akademie múzických umění v Praze
2011,51000,51210,319,268,283,247,34,34,32,32,88.06%,12,36,33.33%,24,66.67%,veřejná,Divadelní fakulta,Akademie múzických umění v Praze
2011,51000,51310,475,462,464,452,56,56,49,49,89.39%,16,67,23.88%,51,76.12%,veřejná,Filmová a televizní fakulta,Akademie múzických umění v Praze
2011,53000,53000,880,790,880,790,59,59,59,59,92.53%,35,66,53.03%,31,46.97%,veřejná,Vysoká škola umělecko-průmyslová v Praze,Vysoká škola umělecko-průmyslová v Praze
2011,54000,54510,220,186,213,181,91,89,84,84,54.84%,24,107,22.43%,83,77.57%,veřejná,Hudební fakulta,Janáčkova akademie múzických umění
2011,54000,54530,235,207,221,195,60,59,55,54,73.43%,11,57,19.30%,46,80.70%,veřejná,Divadelní fakulta,Janáčkova akademie múzických umění
2011,55000,55000,2875,2875,2459,2459,1649,1567,1355,1337,52.87%,845,1373,61.54%,528,38.46%,veřejná,Vysoká škola polytechnická Jihlava,Vysoká škola polytechnická Jihlava
2011,56000,56000,3080,3080,2829,2829,2450,2343,1826,1817,40.71%,1246,1848,67.42%,602,32.58%,veřejná,Vysoká škola technická a ekonomická v Českých Budějovicích,Vysoká škola technická a ekonomická v Českých Budějovicích
2011,61000,61000,589,589,584,584,572,567,427,426,27.50%,581,1316,44.15%,735,55.85%,soukromá,"Bankovní institut vysoká škola, a.s.","AMBIS - vysoká škola, a. s."
2011,62000,62000,378,375,374,372,265,264,238,238,36.53%,176,329,53.50%,153,46.50%,soukromá,"EPI, s.r.o.","Evropský polytechnický institut, s.r.o."
2011,63000,63000,399,399,384,384,392,379,238,238,40.35%,213,496,42.94%,283,57.06%,soukromá,"Vysoká škola hotelová v Praze, s.r.o.",University College Prague
2011,64000,64000,1220,1220,1200,1200,899,896,804,802,34.10%,429,1028,41.73%,599,58.27%,soukromá,"Vysoká škola finanční a správní, o.p.s.","Vysoká škola finanční a správní, z.ú."
2011,65000,65000,93,16,93,16,16,16,6,6,62.50%,88,192,45.83%,104,54.17%,soukromá,"Vysoká škola Karlovy Vary, o.p.s.","Vysoká škola Karlovy Vary, o.p.s."
2011,66000,66000,451,451,445,445,374,369,325,324,27.94%,354,354,100.00%,0,0.00%,soukromá,"ŠKODA AUTO VŠ, a.s.","ŠKODA AUTO VŠ, a.s."
2011,67000,67000,94,59,94,59,54,54,50,50,15.25%,37,61,60.66%,24,39.34%,soukromá,"Literární akademie, s.r.o.","International ART CAMPUS Prague, s.r.o."
2011,68000,68000,513,513,513,513,513,513,513,513,0.00%,229,575,39.83%,346,60.17%,soukromá,"Vysoká škola podnikání, a.s.","Vysoká škola podnikání, a.s."
2011,6A000,6A000,115,115,111,111,91,87,91,87,20.87%,3,7,42.86%,4,57.14%,soukromá,"Vysoká škola aplikovaného práva, s.r.o.","Vysoká škola aplikovaného práva, s.r.o."
2011,6B000,6B000,584,584,581,581,580,577,580,577,0.68%,792,941,84.17%,149,15.83%,soukromá,"Vysoká škola ekonomie a managementu, o.p.s.","Vysoká škola ekonomie a managementu, o.p.s."
2011,6D000,6D000,30,26,30,26,26,26,22,22,15.38%,94,256,36.72%,137,53.52%,soukromá,"University of New York in Prague, s.r.o","University of New York in Prague, s.r.o"
2011,6.00E+00,6.00E+00,1134,921,1118,911,920,910,834,830,9.45%,561,886,63.32%,325,36.68%,soukromá,"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.","Vysoká škola manažerské informatiky, ekonomiky a práva, a.s."
2011,6F000,6F000,71,34,69,34,34,34,3,3,91.18%,99,303,32.67%,204,67.33%,soukromá,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.","Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s."
2011,6H000,6H000,26,26,26,26,4,4,4,4,84.62%,21,24,87.50%,3,12.50%,soukromá,"Středočeský vysokoškolský institut, s.r.o.","Středočeský vysokoškolský institut, s.r.o."
2011,6J000,6J000,117,98,117,98,92,92,92,92,6.12%,42,96,43.75%,54,56.25%,soukromá,Academia Rerum civilium,"Academia Rerum Civilium - Vysoká škola politických a společenských věd, s"
2011,6K000,6K000,249,201,246,199,201,199,201,199,0.00%,47,216,21.76%,169,78.24%,soukromá,"Vysoká škola evropských a regionálních studií, o.p.s.","Vysoká škola evropských a regionálních studií, o.p.s."
2011,6L000,6L000,87,0,87,0,0,0,0,0,NaN,,,,,,soukromá,"Rašínova vysoká škola, s.r.o.","Rašínova vysoká škola, s.r.o."
2011,6M000,6M000,247,229,243,226,226,224,182,182,20.52%,50,184,27.17%,134,72.83%,soukromá,Vysoká škola regionálního rozvoje,"Vysoká škola regionálního rozvoje Praha, s.r.o."
2011,6N000,6N000,81,81,78,78,62,60,58,56,28.40%,23,92,25.00%,50,54.35%,soukromá,"Filmová akademie Miroslava Ondříčka v Písku, o.p.s.","Filmová akademie Miroslava Ondříčka v Písku, o.p.s."
2011,6P000,6P000,144,115,143,114,115,114,93,93,19.13%,39,130,30.00%,90,69.23%,soukromá,Vysoká škola tělesné výchovy a sportu Palestra,"Vysoká škola tělesné výchovy a sportu Palestra, spol s r.o."
2011,6Q000,6Q000,115,89,114,88,74,73,74,73,16.85%,32,106,30.19%,74,69.81%,soukromá,"Newton College, a.s.","Vysoká škola NEWTON, a.s."
2011,6R000,6R000,195,175,188,173,175,173,154,153,12.00%,48,191,25.13%,143,74.87%,soukromá,Vysoká škola logistiky o.p.s.,Vysoká škola logistiky o.p.s.
2011,6S000,6S000,121,107,118,104,107,104,104,101,2.80%,98,274,35.77%,176,64.23%,soukromá,"Vysoká škola zdravotnická, o.p.s.","Vysoká škola zdravotnická, o.p.s."
2011,6T000,6T000,257,257,255,255,184,182,142,142,44.75%,130,172,75.58%,42,24.42%,soukromá,"B.I.B.S., a.s.","B.I.B.S., a.s."
2011,70000,70000,14,11,14,11,11,11,7,7,36.36%,0,10,0.00%,10,100.00%,soukromá,"Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o","Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o"
2011,71000,71000,77,70,72,67,61,59,61,59,12.86%,33,72,45.83%,39,54.17%,soukromá,"Soukromá vysoká škola ekonomických studií, s. r. o.","Soukromá vysoká škola ekonomických studií, s. r. o."
2011,72000,72000,1411,1249,1406,1248,1249,1248,1131,1131,9.45%,381,1222,31.18%,841,68.82%,soukromá,"Vysoká škola obchodní v Praze, o.p.s.","Vysoká škola obchodní v Praze, nadační fond"
2011,73000,73000,384,384,375,375,255,255,243,243,36.72%,76,267,28.46%,191,71.54%,soukromá,"Akademie STING, o.p.s","Vysoká škola Sting, o.p.s."
2011,75000,75000,1314,1067,1266,1063,1066,1063,1029,1028,3.56%,427,1208,35.35%,781,64.65%,soukromá,"Metropolitní univerzita Praha, o.p.s.","Metropolitní univerzita Praha, o.p.s."
2011,76000,76000,2470,1771,2425,1771,1771,1771,1771,1771,0.00%,419,1944,21.55%,1525,78.45%,soukromá,"Univerzita Jana Amose Komenského Praha, s.r.o.","Univerzita Jana Amose Komenského Praha, s.r.o."
2011,77000,77000,339,319,339,319,284,284,284,284,10.97%,102,349,29.23%,247,70.77%,soukromá,"Vysoká škola Karla Engliše, a. s.","Vysoká škola Karla Engliše, a. s."
2011,78000,78000,40,40,40,40,38,38,38,38,5.00%,79,163,48.47%,84,51.53%,soukromá,"Anglo-americká vysoká škola, o.p.s.","Anglo-americká vysoká škola,  z.ú."
2011,79000,79000,167,111,164,108,85,83,62,62,44.14%,16,66,24.24%,50,75.76%,soukromá,"Pražská vysoká škola psychosociálních studií, s.r.o.","Pražská vysoká škola psychosociálních studií, s.r.o."
2011,7A000,7A000,338,261,338,261,245,245,190,190,27.20%,50,240,20.83%,190,79.17%,soukromá,"Západomoravská vysoká škola Třebíč, o.p.s.","Západomoravská vysoká škola Třebíč, z.ú."
2011,7B000,7B000,359,285,358,285,243,243,214,214,24.91%,100,233,42.92%,133,57.08%,soukromá,Soukromá vysoká škola ekonomická Znojmo s.r.o.,Soukromá vysoká škola ekonomická Znojmo s.r.o.
2011,7C000,7C000,437,342,436,341,339,339,276,276,19.30%,176,323,54.49%,147,45.51%,soukromá,Moravská vysoká škola Olomouc o.p.s.,Moravská vysoká škola Olomouc o.p.s.
2011,7D000,7D000,254,254,249,249,191,189,161,160,36.61%,72,162,44.44%,89,54.94%,soukromá,CEVRO institut o.p.s.,CEVRO institut z.ú.
2011,7.00E+00,7.00E+00,223,163,218,159,162,158,139,135,14.72%,123,155,79.35%,32,20.65%,soukromá,Unicorn College s.r.o.,Unicorn Vysoká škola s.r.o.
2011,7G000,7G000,257,257,255,255,257,255,107,106,58.37%,66,187,35.29%,121,64.71%,soukromá,"Vysoká škola obchodní a hotelová, s.r.o.","Vysoká škola obchodní a hotelová, s.r.o."
2011,7H000,7H000,78,10,76,10,10,10,6,6,40.00%,,,,,,soukromá,"Vysoká škola realitní - Institut Franka Dysona, s.r.o.","Vysoká škola realitní - Institut Franka Dysona, s.r.o."
2011,7J000,7J000,189,189,189,189,163,163,136,136,28.04%,56,145,38.62%,89,61.38%,soukromá,"VŠ sociálně správní, ICVHavířov, o.p.s.","Vysoká škola PRIGO, z.ú."
2011,7L000,7L000,81,69,78,68,67,66,52,52,24.64%,33,59,55.93%,26,44.07%,soukromá,"AKCENT College, s.r.o.",Prague City Vysoká Škola s.r.o.
2011,7M000,7M000,13,13,8,8,9,8,9,8,30.77%,8,27,29.63%,19,70.37%,soukromá,Archip s.r.o.,Archip s.r.o.
2012,16000,16270,532,523,505,497,282,274,167,167,68.07%,81,181,44.75%,100,55.25%,veřejná,Fakulta veterinární hygieny a ekologie,Veterinární univerzita  Brno
2012,19000,19240,1650,1481,1463,1323,762,746,746,735,49.63%,518,771,67.19%,252,32.68%,veřejná,Filozoficko-přírodovědecká fakulta,Slezská univerzita v Opavě
2012,19000,19510,1341,1246,1237,1163,653,627,497,495,60.11%,146,499,29.26%,353,70.74%,veřejná,Fakulta veřejných politik,Slezská univerzita v Opavě
2012,19000,19520,2319,1850,2057,1642,1707,1540,1201,1199,35.08%,896,1306,68.61%,410,31.39%,veřejná,Obchodně podnikatelská fakulta v Karviné,Slezská univerzita v Opavě
2012,51000,51110,270,235,265,230,73,73,66,66,71.91%,14,76,18.42%,62,81.58%,veřejná,Hudební fakulta,Akademie múzických umění v Praze
2012,51000,51210,317,258,288,238,41,41,41,41,84.11%,14,46,30.43%,32,69.57%,veřejná,Divadelní fakulta,Akademie múzických umění v Praze
2012,51000,51310,522,511,505,496,58,58,56,56,89.04%,19,72,26.39%,53,73.61%,veřejná,Filmová a televizní fakulta,Akademie múzických umění v Praze
2012,53000,53000,734,668,733,667,64,64,62,62,90.72%,47,72,65.28%,25,34.72%,veřejná,Vysoká škola umělecko-průmyslová v Praze,Vysoká škola umělecko-průmyslová v Praze
2012,54000,54510,197,168,194,166,89,89,81,81,51.79%,14,96,14.58%,82,85.42%,veřejná,Hudební fakulta,Janáčkova akademie múzických umění
2012,54000,54530,246,197,227,184,49,49,44,44,77.66%,11,51,21.57%,40,78.43%,veřejná,Divadelní fakulta,Janáčkova akademie múzických umění
2012,55000,55000,2618,2618,2209,2209,1368,1305,1093,1093,58.25%,702,1105,63.53%,403,36.47%,veřejná,Vysoká škola polytechnická Jihlava,Vysoká škola polytechnická Jihlava
2012,56000,56000,2849,2849,2597,2597,2228,2124,1456,1443,48.89%,992,1501,66.09%,509,33.91%,veřejná,Vysoká škola technická a ekonomická v Českých Budějovicích,Vysoká škola technická a ekonomická v Českých Budějovicích
2012,61000,61000,409,407,404,403,397,393,299,298,26.54%,317,750,42.27%,433,57.73%,soukromá,"Bankovní institut vysoká škola, a.s.","AMBIS - vysoká škola, a. s."
2012,62000,62000,92,92,91,91,68,68,62,62,32.61%,64,136,47.06%,72,52.94%,soukromá,"EPI, s.r.o.","Evropský polytechnický institut, s.r.o."
2012,63000,63000,410,194,385,194,194,194,194,194,0.00%,270,485,55.67%,215,44.33%,soukromá,"Vysoká škola hotelová v Praze, s.r.o.",University College Prague
2012,64000,64000,1102,801,1090,799,801,799,705,704,11.99%,433,953,45.44%,520,54.56%,soukromá,"Vysoká škola finanční a správní, o.p.s.","Vysoká škola finanční a správní, z.ú."
2012,65000,65000,252,167,250,166,167,166,140,140,16.17%,70,151,46.36%,81,53.64%,soukromá,"Vysoká škola Karlovy Vary, o.p.s.","Vysoká škola Karlovy Vary, o.p.s."
2012,66000,66000,403,403,401,401,303,301,272,272,32.51%,327,327,100.00%,0,0.00%,soukromá,"ŠKODA AUTO VŠ, a.s.","ŠKODA AUTO VŠ, a.s."
2012,67000,67000,112,66,109,66,64,64,58,58,12.12%,65,67,97.01%,2,2.99%,soukromá,"Literární akademie, s.r.o.","International ART CAMPUS Prague, s.r.o."
2012,68000,68000,396,396,392,392,396,392,396,392,0.00%,168,410,40.98%,242,59.02%,soukromá,"Vysoká škola podnikání, a.s.","Vysoká škola podnikání, a.s."
2012,6A000,6A000,81,81,79,79,73,71,73,71,9.88%,6,11,54.55%,5,45.45%,soukromá,"Vysoká škola aplikovaného práva, s.r.o.","Vysoká škola aplikovaného práva, s.r.o."
2012,6B000,6B000,1024,1024,1009,1009,945,934,945,934,7.71%,929,1057,87.89%,128,12.11%,soukromá,"Vysoká škola ekonomie a managementu, o.p.s.","Vysoká škola ekonomie a managementu, o.p.s."
2012,6D000,6D000,29,23,29,23,23,23,23,23,0.00%,92,237,38.82%,103,43.46%,soukromá,"University of New York in Prague, s.r.o","University of New York in Prague, s.r.o"
2012,6.00E+00,6.00E+00,677,677,666,666,469,465,388,384,42.69%,385,418,92.11%,33,7.89%,soukromá,"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.","Vysoká škola manažerské informatiky, ekonomiky a práva, a.s."
2012,6F000,6F000,145,82,144,81,82,81,66,66,19.51%,90,264,34.09%,174,65.91%,soukromá,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.","Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s."
2012,6J000,6J000,79,66,79,66,61,61,61,61,7.58%,26,67,38.81%,41,61.19%,soukromá,Academia Rerum civilium,"Academia Rerum Civilium - Vysoká škola politických a společenských věd, s"
2012,6K000,6K000,242,190,242,190,190,190,190,190,0.00%,42,202,20.79%,160,79.21%,soukromá,"Vysoká škola evropských a regionálních studií, o.p.s.","Vysoká škola evropských a regionálních studií, o.p.s."
2012,6M000,6M000,80,77,77,75,77,75,76,74,1.30%,20,58,34.48%,38,65.52%,soukromá,Vysoká škola regionálního rozvoje,"Vysoká škola regionálního rozvoje Praha, s.r.o."
2012,6N000,6N000,68,68,68,68,37,37,36,36,47.06%,13,71,18.31%,50,70.42%,soukromá,"Filmová akademie Miroslava Ondříčka v Písku, o.p.s.","Filmová akademie Miroslava Ondříčka v Písku, o.p.s."
2012,6P000,6P000,178,159,178,159,159,159,133,133,16.35%,41,160,25.63%,117,73.13%,soukromá,Vysoká škola tělesné výchovy a sportu Palestra,"Vysoká škola tělesné výchovy a sportu Palestra, spol s r.o."
2012,6Q000,6Q000,191,161,186,157,144,141,144,141,10.56%,63,179,35.20%,116,64.80%,soukromá,"Newton College, a.s.","Vysoká škola NEWTON, a.s."
2012,6R000,6R000,189,171,188,171,170,170,159,159,7.02%,58,192,30.21%,134,69.79%,soukromá,Vysoká škola logistiky o.p.s.,Vysoká škola logistiky o.p.s.
2012,6S000,6S000,319,309,310,301,308,300,267,261,13.59%,67,279,24.01%,212,75.99%,soukromá,"Vysoká škola zdravotnická, o.p.s.","Vysoká škola zdravotnická, o.p.s."
2012,6T000,6T000,154,125,153,125,125,125,114,114,8.80%,79,114,69.30%,35,30.70%,soukromá,"B.I.B.S., a.s.","B.I.B.S., a.s."
2012,71000,71000,74,59,71,57,54,52,54,52,8.47%,25,59,42.37%,34,57.63%,soukromá,"Soukromá vysoká škola ekonomických studií, s. r. o.","Soukromá vysoká škola ekonomických studií, s. r. o."
2012,72000,72000,1243,1120,1240,1120,1120,1120,1016,1016,9.29%,363,1132,32.07%,769,67.93%,soukromá,"Vysoká škola obchodní v Praze, o.p.s.","Vysoká škola obchodní v Praze, nadační fond"
2012,73000,73000,309,196,303,196,196,196,189,189,3.57%,73,211,34.60%,138,65.40%,soukromá,"Akademie STING, o.p.s","Vysoká škola Sting, o.p.s."
2012,75000,75000,1270,937,1232,935,936,934,936,934,0.11%,400,1169,34.22%,769,65.78%,soukromá,"Metropolitní univerzita Praha, o.p.s.","Metropolitní univerzita Praha, o.p.s."
2012,76000,76000,2247,1660,2241,1660,1660,1660,1660,1660,0.00%,385,1810,21.27%,1425,78.73%,soukromá,"Univerzita Jana Amose Komenského Praha, s.r.o.","Univerzita Jana Amose Komenského Praha, s.r.o."
2012,77000,77000,368,367,368,367,364,364,296,296,19.35%,135,354,38.14%,219,61.86%,soukromá,"Vysoká škola Karla Engliše, a. s.","Vysoká škola Karla Engliše, a. s."
2012,78000,78000,62,62,61,61,48,48,40,40,35.48%,80,191,41.88%,110,57.59%,soukromá,"Anglo-americká vysoká škola, o.p.s.","Anglo-americká vysoká škola,  z.ú."
2012,79000,79000,177,138,177,138,89,89,82,82,40.58%,17,88,19.32%,69,78.41%,soukromá,"Pražská vysoká škola psychosociálních studií, s.r.o.","Pražská vysoká škola psychosociálních studií, s.r.o."
2012,7A000,7A000,284,219,284,219,219,219,140,140,36.07%,46,190,24.21%,144,75.79%,soukromá,"Západomoravská vysoká škola Třebíč, o.p.s.","Západomoravská vysoká škola Třebíč, z.ú."
2012,7B000,7B000,264,185,264,185,180,180,160,160,13.51%,88,178,49.44%,90,50.56%,soukromá,Soukromá vysoká škola ekonomická Znojmo s.r.o.,Soukromá vysoká škola ekonomická Znojmo s.r.o.
2012,7C000,7C000,409,302,409,302,301,301,230,230,23.84%,138,261,52.87%,123,47.13%,soukromá,Moravská vysoká škola Olomouc o.p.s.,Moravská vysoká škola Olomouc o.p.s.
2012,7D000,7D000,207,165,201,162,162,159,121,120,26.67%,59,130,45.38%,71,54.62%,soukromá,CEVRO institut o.p.s.,CEVRO institut z.ú.
2012,7.00E+00,7.00E+00,272,209,257,204,208,203,187,182,10.53%,198,231,85.71%,33,14.29%,soukromá,Unicorn College s.r.o.,Unicorn Vysoká škola s.r.o.
2012,7G000,7G000,171,171,169,169,171,169,71,71,58.48%,50,143,34.97%,93,65.03%,soukromá,"Vysoká škola obchodní a hotelová, s.r.o.","Vysoká škola obchodní a hotelová, s.r.o."
2012,7H000,7H000,46,23,45,22,23,22,23,22,0.00%,11,21,52.38%,10,47.62%,soukromá,"Vysoká škola realitní - Institut Franka Dysona, s.r.o.","Vysoká škola realitní - Institut Franka Dysona, s.r.o."
2012,7J000,7J000,138,121,137,120,119,119,105,105,13.22%,45,108,41.67%,63,58.33%,soukromá,"VŠ sociálně správní, ICVHavířov, o.p.s.","Vysoká škola PRIGO, z.ú."
2012,7L000,7L000,67,67,67,67,52,52,41,41,38.81%,27,45,60.00%,18,40.00%,soukromá,"AKCENT College, s.r.o.",Prague City Vysoká Škola s.r.o.
2012,7M000,7M000,9,9,8,8,7,6,3,3,66.67%,8,16,50.00%,8,50.00%,soukromá,Archip s.r.o.,Archip s.r.o.
2012,7N000,7N000,33,23,29,19,20,18,18,16,21.74%,6,20,30.00%,14,70.00%,soukromá,"Vysoká škola aplikované psychologie, s.r.o.","Vysoká škola aplikované psychologie, s.r.o."
2013,16000,16270,570,533,515,486,284,268,163,162,69.42%,61,179,34.08%,118,65.92%,veřejná,Fakulta veterinární hygieny a ekologie,Veterinární univerzita  Brno
2013,19000,19240,1445,1323,1290,1193,728,725,716,713,45.88%,538,752,71.54%,213,28.32%,veřejná,Filozoficko-přírodovědecká fakulta,Slezská univerzita v Opavě
2013,19000,19510,1368,1262,1283,1187,618,592,475,472,62.36%,127,480,26.46%,353,73.54%,veřejná,Fakulta veřejných politik,Slezská univerzita v Opavě
2013,19000,19520,2081,1637,1875,1479,1625,1468,1212,1208,25.96%,899,1297,69.31%,398,30.69%,veřejná,Obchodně podnikatelská fakulta v Karviné,Slezská univerzita v Opavě
2013,51000,51110,297,253,288,246,85,85,78,78,69.17%,22,89,24.72%,67,75.28%,veřejná,Hudební fakulta,Akademie múzických umění v Praze
2013,51000,51210,434,348,386,321,44,43,42,42,87.93%,10,59,16.95%,49,83.05%,veřejná,Divadelní fakulta,Akademie múzických umění v Praze
2013,51000,51310,578,524,538,494,60,60,58,58,88.93%,22,75,29.33%,53,70.67%,veřejná,Filmová a televizní fakulta,Akademie múzických umění v Praze
2013,53000,53000,623,568,623,568,74,74,71,71,87.50%,20,124,16.13%,104,83.87%,veřejná,Vysoká škola umělecko-průmyslová v Praze,Vysoká škola umělecko-průmyslová v Praze
2013,54000,54510,189,164,188,163,64,64,58,58,64.63%,16,80,20.00%,64,80.00%,veřejná,Hudební fakulta,Janáčkova akademie múzických umění
2013,54000,54530,232,197,218,189,54,53,51,51,74.11%,16,60,26.67%,44,73.33%,veřejná,Divadelní fakulta,Janáčkova akademie múzických umění
2013,55000,55000,2991,2559,2556,2217,2013,1867,1526,1524,40.37%,1101,1604,68.64%,502,31.30%,veřejná,Vysoká škola polytechnická Jihlava,Vysoká škola polytechnická Jihlava
2013,56000,56000,3331,3331,2947,2947,2448,2303,1592,1591,52.21%,1131,1670,67.72%,539,32.28%,veřejná,Vysoká škola technická a ekonomická v Českých Budějovicích,Vysoká škola technická a ekonomická v Českých Budějovicích
2013,61000,61000,282,282,281,281,275,274,220,220,21.99%,216,478,45.19%,262,54.81%,soukromá,"Bankovní institut vysoká škola, a.s.","AMBIS - vysoká škola, a. s."
2013,62000,62000,161,161,160,160,124,124,97,97,39.75%,41,73,56.16%,32,43.84%,soukromá,"EPI, s.r.o.","Evropský polytechnický institut, s.r.o."
2013,63000,63000,427,286,407,271,286,271,237,224,17.13%,279,536,52.05%,257,47.95%,soukromá,"Vysoká škola hotelová v Praze, s.r.o.",University College Prague
2013,64000,64000,1080,761,1062,760,761,760,682,681,10.38%,527,945,55.77%,418,44.23%,soukromá,"Vysoká škola finanční a správní, o.p.s.","Vysoká škola finanční a správní, z.ú."
2013,65000,65000,206,144,206,144,144,144,121,121,15.97%,95,129,73.64%,34,26.36%,soukromá,"Vysoká škola Karlovy Vary, o.p.s.","Vysoká škola Karlovy Vary, o.p.s."
2013,66000,66000,310,310,306,306,194,193,194,193,37.42%,287,287,100.00%,0,0.00%,soukromá,"ŠKODA AUTO VŠ, a.s.","ŠKODA AUTO VŠ, a.s."
2013,67000,67000,90,55,89,55,49,49,40,40,27.27%,42,44,95.45%,2,4.55%,soukromá,"Literární akademie, s.r.o.","International ART CAMPUS Prague, s.r.o."
2013,68000,68000,520,520,519,519,520,519,520,519,0.00%,358,562,63.70%,204,36.30%,soukromá,"Vysoká škola podnikání, a.s.","Vysoká škola podnikání, a.s."
2013,6A000,6A000,56,56,56,56,47,47,47,47,16.07%,22,60,36.67%,38,63.33%,soukromá,"Vysoká škola aplikovaného práva, s.r.o.","Vysoká škola aplikovaného práva, s.r.o."
